Date,Adj Close
1999-12-31,0.7870345711708069
2000-01-03,0.8568868041038513
2000-01-04,0.7846424579620361
2000-01-05,0.7961242198944092
2000-01-06,0.7272290587425232
2000-01-07,0.7616772651672363
2000-01-10,0.7482808232307434
2000-01-11,0.7100054025650024
2000-01-12,0.6674244999885559
2000-01-13,0.7406254410743713
2000-01-14,0.7688533067703247
2000-01-18,0.7956458926200867
2000-01-19,0.8157411217689514
2000-01-20,0.8688477277755737
2000-01-21,0.852102518081665
2000-01-24,0.8133488297462463
2000-01-25,0.8592787384986877
2000-01-26,0.8434903621673584
2000-01-27,0.8420551419258118
2000-01-28,0.7779439687728882
2000-01-31,0.7942107915878296
2000-02-01,0.7674179673194885
2000-02-02,0.7564139366149902
2000-02-03,0.7908620238304138
2000-02-04,0.8267450928688049
2000-02-07,0.8731534481048584
2000-02-08,0.8793735504150391
2000-02-09,0.862149178981781
2000-02-10,0.8688477277755737
2000-02-11,0.8324862122535706
2000-02-14,0.886549711227417
2000-02-15,0.9109507203102112
2000-02-16,0.8736321330070496
2000-02-17,0.8793735504150391
2000-02-18,0.8516243696212769
2000-02-22,0.8712398409843445
2000-02-23,0.8898987770080566
2000-02-24,0.8818848729133606
2000-02-25,0.8449257016181946
2000-02-28,0.8669341206550598
2000-02-29,0.8774601221084595
2000-03-01,0.9975476861000061
2000-03-02,0.9339154958724976
2000-03-03,0.9798458814620972
2000-03-06,0.96214359998703
2000-03-07,0.9406135678291321
2000-03-08,0.9339154958724976
2000-03-09,0.9358293414115906
2000-03-10,0.9626221656799316
2000-03-13,0.9286525845527649
2000-03-14,0.8745887279510498
2000-03-15,0.8898987770080566
2000-03-16,0.9305660128593445
2000-03-17,0.9568804502487183
2000-03-20,0.9415704011917114
2000-03-21,1.0329527854919434
2000-03-22,1.1037615537643433
2000-03-23,1.0817538499832153
2000-03-24,1.0616588592529297
2000-03-27,1.0683577060699463
2000-03-28,1.0650088787078857
2000-03-29,1.0406079292297363
2000-03-30,0.9626221656799316
2000-03-31,1.0396513938903809
2000-04-03,1.0205130577087402
2000-04-04,0.9745833873748779
2000-04-05,0.9980268478393555
2000-04-06,0.9583165645599365
