Date,Adj Close
1999-12-31,98.15597534179688
2000-01-03,97.19529724121094
2000-01-04,93.39437866210938
2000-01-05,93.56140899658203
2000-01-06,92.05777740478516
2000-01-07,97.40412902832031
2000-01-10,97.73831939697266
2000-01-11,96.56876373291016
2000-01-12,95.608154296875
2000-01-13,96.90291595458984
2000-01-14,98.2186508178711
2000-01-18,97.4459228515625
2000-01-19,98.23950958251953
2000-01-20,96.73590087890625
2000-01-21,96.52700805664062
2000-01-24,93.7911605834961
2000-01-25,94.85625457763672
2000-01-26,94.10444641113281
2000-01-27,93.72852325439453
2000-01-28,90.80474853515625
2000-01-31,93.26908874511719
2000-02-01,94.18798828125
2000-02-02,94.2714614868164
2000-02-03,95.6916275024414
2000-02-04,95.2948226928711
2000-02-07,95.14866638183594
2000-02-08,96.44348907470703
2000-02-09,94.41770935058594
2000-02-10,94.60565948486328
2000-02-11,92.684326171875
2000-02-14,93.22727966308594
2000-02-15,94.28192138671875
2000-02-16,92.89314270019531
2000-02-17,92.41284942626953
2000-02-18,90.42879486083984
2000-02-22,90.19908905029297
2000-02-23,91.26419067382812
2000-02-24,89.42633819580078
2000-02-25,89.10263061523438
2000-02-28,90.97183990478516
2000-02-29,91.84895324707031
2000-03-01,92.51721954345703
2000-03-02,92.57989501953125
2000-03-03,94.3132553100586
2000-03-06,93.39437866210938
2000-03-07,91.58788299560547
2000-03-08,91.47307586669922
2000-03-09,94.14617156982422
2000-03-10,93.64502716064453
2000-03-13,92.6216812133789
2000-03-14,91.30594635009766
2000-03-15,93.43616485595703
2000-03-16,97.80096435546875
2000-03-17,98.44729614257812
2000-03-20,97.94481658935547
2000-03-21,99.9548110961914
2000-03-22,100.56201171875
2000-03-23,102.27883911132812
2000-03-24,102.88603973388672
2000-03-27,101.79729461669922
2000-03-28,101.21105194091797
2000-03-29,101.31570434570312
2000-03-30,99.61980438232422
2000-03-31,100.75043487548828
2000-04-03,101.33665466308594
2000-04-04,100.58295440673828
2000-04-05,99.9548110961914
2000-04-06,100.8237075805664
2000-04-07,101.46229553222656
2000-04-10,101.06448364257812
2000-04-11,100.77139282226562
2000-04-12,98.00765228271484
2000-04-13,96.64673614501953
2000-04-14,91.1192626953125
2000-04-17,94.3017578125
2000-04-18,96.79329681396484
2000-04-19,95.89295959472656
2000-04-20,96.35358428955078
2000-04-24,95.30670928955078
2000-04-25,99.26386260986328
2000-04-26,98.14371490478516
2000-04-27,97.8192138671875
2000-04-28,97.21205139160156
2000-05-01,98.53108215332031
2000-05-02,96.56295013427734
2000-05-03,94.3017578125
2000-05-04,95.01362609863281
2000-05-05,96.1651611328125
2000-05-08,95.44280242919922
2000-05-09,94.67861938476562
2000-05-10,92.54299926757812
2000-05-11,94.65768432617188
2000-05-12,95.6835708618164
2000-05-15,97.33767700195312
2000-05-16,98.27980041503906
2000-05-17,97.25391387939453
2000-05-18,96.06047821044922
2000-05-19,94.552978515625
2000-05-22,93.84115600585938
2000-05-23,92.45923614501953
2000-05-24,93.9667739868164
2000-05-25,92.35454559326172
2000-05-26,92.45923614501953
2000-05-30,95.47419738769531
2000-05-31,95.6835708618164
2000-06-01,97.35857391357422
2000-06-02,99.05450439453125
2000-06-05,98.57295227050781
2000-06-06,98.13324737548828
2000-06-07,98.81375122070312
2000-06-08,98.42638397216797
2000-06-09,98.21700286865234
2000-06-12,97.06550598144531
2000-06-13,98.88702392578125
2000-06-14,99.05450439453125
2000-06-15,99.26386260986328
2000-06-16,98.44825744628906
2000-06-19,99.70745849609375
2000-06-20,99.35066223144531
2000-06-21,99.30877685546875
2000-06-22,97.79764556884766
2000-06-23,96.95823669433594
2000-06-26,98.20692443847656
2000-06-27,97.4828872680664
2000-06-28,97.75570678710938
2000-06-29,96.83228302001953
2000-06-30,97.56686401367188
2000-07-03,98.90995788574219
2000-07-05,97.12611389160156
2000-07-06,97.8816146850586
2000-07-07,99.45561218261719
2000-07-10,99.28773498535156
